# name,material  (generated by gen_import.py)
runic_carved_basalt,basalt
sad_basalt,basalt
sanded_basalt,basalt
small_basalt_bricks,basalt
smooth_inlayed_basalt,basalt
smooth_ringed_basalt,basalt
smoothed_double_inlayed_basalt,basalt
spiraled_basalt,basalt
stacked_basalt_bricks,basalt
tiled_basalt,basalt
tiny_basalt_bricks,basalt
tiny_layered_basalt_bricks,basalt
tiny_layered_basalt_slabs,basalt
trodden_basalt,basalt
unamused_basalt,basalt
vertical_cut_basalt,basalt
vertical_disordered_basalt_bricks,basalt
weathered_basalt,basalt
basket_woven_birch_planks,birch_planks
birch_planks_fine_mosaic,birch_planks
birch_planks_mosaic,birch_planks
birch_planks_shavings,birch_planks
boxed_birch_planks,birch_planks
brick_bond_birch_planks,birch_planks
bricky_birch_planks,birch_planks
cross_laced_birch_planks,birch_planks
crossed_birch_planks,birch_planks
detailed_birch_planks,birch_planks
diagonal_birch_planks,birch_planks
diamond_birch_planks,birch_planks
double_herringbone_birch_planks,birch_planks
fine_birch_planks,birch_planks
fine_vertical_birch_planks,birch_planks
herringbone_birch_planks,birch_planks
hewn_birch_planks,birch_planks
laced_birch_planks,birch_planks
nailed_birch_planks,birch_planks
railed_birch_planks,birch_planks
shifted_birch_planks,birch_planks
slanted_birch_planks,birch_planks
smooth_birch_planks,birch_planks
stacked_birch_planks,birch_planks
thin_birch_planks,birch_planks
tiled_birch_planks,birch_planks
versailles_birch_planks,birch_planks
vertical_birch_planks,birch_planks
vertically_railed_birch_planks,birch_planks
wickered_birch_planks,birch_planks
black_concrete_bricks,black_concrete
black_concrete_tiles,black_concrete
bolted_black_concrete,black_concrete
creeper_black_concrete,black_concrete
grid_black_concrete,black_concrete
hazard_black_concrete,black_concrete
mosaic_black_concrete,black_concrete
railed_black_concrete,black_concrete
reinforced_black_concrete,black_concrete
rusted_black_concrete,black_concrete
stacked_black_concrete,black_concrete
stop_black_concrete,black_concrete
warning_black_concrete,black_concrete
black_glazed_terracotta_smooth_tiles,black_glazed_terracotta
black_glazed_terracotta_tiles,black_glazed_terracotta
decorated_black_glazed_terracotta,black_glazed_terracotta
hexagonical_black_glazed_terracotta,black_glazed_terracotta
minimized_black_glazed_terracotta,black_glazed_terracotta
paved_black_glazed_terracotta,black_glazed_terracotta
shrunken_black_glazed_terracotta,black_glazed_terracotta
starry_black_glazed_terracotta,black_glazed_terracotta
waved_black_glazed_terracotta,black_glazed_terracotta
black_terracotta_bricks,black_terracotta
black_terracotta_small_bricks,black_terracotta
black_terracotta_tile,black_terracotta
black_terracotta_tiles,black_terracotta
chiseled_black_terracotta,black_terracotta
chiseled_black_terracotta_bricks,black_terracotta
crossed_black_terracotta,black_terracotta
cut_black_terracotta,black_terracotta
decorated_black_terracotta,black_terracotta
layered_black_terracotta,black_terracotta
triangular_black_terracotta,black_terracotta
barky_black_wool,black_wool
blocky_black_wool,black_wool
bundled_black_wool,black_wool
cross_haired_black_wool,black_wool
cubed_black_wool,black_wool
knitted_black_wool,black_wool
patched_black_wool,black_wool
ribbled_black_wool,black_wool
scaled_black_wool,black_wool
soft_black_wool,black_wool
stringed_black_wool,black_wool
tiled_black_wool,black_wool
tripped_black_wool,black_wool
wickered_black_wool,black_wool
windmill_black_wool,black_wool
wool_legacy_black,black_wool
wool_llama_black,black_wool
woved_black_wool,black_wool
angry_blackstone,blackstone
blackstone_bricks,blackstone
blackstone_mini_tiles,blackstone
blackstone_scales,blackstone
carved_blackstone,blackstone
checkered_blackstone_tiles,blackstone
cobbled_blackstone,blackstone
cracked_blackstone_bricks,blackstone
cracked_disordered_blackstone_bricks,blackstone
cracked_flat_blackstone_tiles,blackstone
cracked_smooth_blackstone_bricks,blackstone
cracked_tiny_blackstone_tiles,blackstone
creeper_blackstone_carving,blackstone
crying_blackstone,blackstone
cut_blank_blackstone,blackstone
duh_blackstone,blackstone
engraved_blackstone,blackstone
eroded_blackstone,blackstone
etched_blackstone_bricks,blackstone
flat_blackstone_tiles,blackstone
glad_blackstone,blackstone
inlayed_blackstone,blackstone
inscribed_blackstone,blackstone
layed_blackstone_bricks,blackstone
loded_blackstone,blackstone
mossy_blackstone_bricks,blackstone
mossy_cobbled_blackstone,blackstone
offset_blackstone_bricks,blackstone
polished_blackstone,blackstone
prismal_blackstone_remnants,blackstone
rough_blackstone,blackstone
rounded_blackstone_bricks,blackstone
runic_carved_blackstone,blackstone
sad_blackstone,blackstone
sanded_blackstone,blackstone
small_blackstone_bricks,blackstone
smooth_blackstone_bricks,blackstone
smooth_inlayed_blackstone,blackstone
smooth_ringed_blackstone,blackstone
smoothed_double_inlayed_blackstone,blackstone
spiraled_blackstone,blackstone
stacked_blackstone_bricks,blackstone
tiled_blackstone,blackstone
tiny_blackstone_bricks,blackstone
tiny_layered_blackstone_bricks,blackstone
tiny_layered_blackstone_slabs,blackstone
trodden_blackstone,blackstone
unamused_blackstone,blackstone
vertical_cut_blackstone,blackstone
vertical_disordered_blackstone_bricks,blackstone
weathered_blackstone,blackstone
bloodstone,bloodstone
bloodstone_bricks,bloodstone
blue_concrete_bricks,blue_concrete
blue_concrete_tiles,blue_concrete
bolted_blue_concrete,blue_concrete
creeper_blue_concrete,blue_concrete
grid_blue_concrete,blue_concrete
hazard_blue_concrete,blue_concrete
mosaic_blue_concrete,blue_concrete
railed_blue_concrete,blue_concrete
reinforced_blue_concrete,blue_concrete
rusted_blue_concrete,blue_concrete
stacked_blue_concrete,blue_concrete
stop_blue_concrete,blue_concrete
warning_blue_concrete,blue_concrete
blue_glazed_terracotta_smooth_tiles,blue_glazed_terracotta
blue_glazed_terracotta_tiles,blue_glazed_terracotta
decorated_blue_glazed_terracotta,blue_glazed_terracotta
hexagonical_blue_glazed_terracotta,blue_glazed_terracotta
minimized_blue_glazed_terracotta,blue_glazed_terracotta
paved_blue_glazed_terracotta,blue_glazed_terracotta
shrunken_blue_glazed_terracotta,blue_glazed_terracotta
starry_blue_glazed_terracotta,blue_glazed_terracotta
waved_blue_glazed_terracotta,blue_glazed_terracotta
angry_blue_ice,blue_ice
blue_ice_cone,blue_ice
blue_ice_cracked,blue_ice
blue_ice_mini_tiles,blue_ice
blue_ice_rocky,blue_ice
blue_ice_scales,blue_ice
carved_blue_ice,blue_ice
checkered_blue_ice_tiles,blue_ice
cobbled_blue_ice,blue_ice
cracked_blue_ice_bricks,blue_ice
cracked_disordered_blue_ice_bricks,blue_ice
cracked_flat_blue_ice_tiles,blue_ice
creeper_blue_ice_carving,blue_ice
crying_blue_ice,blue_ice
cut_blank_blue_ice,blue_ice
duh_blue_ice,blue_ice
engraved_blue_ice,blue_ice
eroded_blue_ice,blue_ice
etched_blue_ice_bricks,blue_ice
flat_blue_ice_tiles,blue_ice
glad_blue_ice,blue_ice
inlayed_blue_ice,blue_ice
inscribed_blue_ice,blue_ice
layed_blue_ice_bricks,blue_ice
loded_blue_ice,blue_ice
offset_blue_ice_bricks,blue_ice
prismal_blue_ice_remnants,blue_ice
rough_blue_ice,blue_ice
rounded_blue_ice_bricks,blue_ice
runic_carved_blue_ice,blue_ice
sad_blue_ice,blue_ice
sanded_blue_ice,blue_ice
small_blue_ice_bricks,blue_ice
smooth_inlayed_blue_ice,blue_ice
smooth_ringed_blue_ice,blue_ice
smoothed_double_inlayed_blue_ice,blue_ice
spiraled_blue_ice,blue_ice
stacked_blue_ice_bricks,blue_ice
tiled_blue_ice,blue_ice
tiny_blue_ice_bricks,blue_ice
tiny_layered_blue_ice_bricks,blue_ice
tiny_layered_blue_ice_slabs,blue_ice
trodden_blue_ice,blue_ice
unamused_blue_ice,blue_ice
vertical_cut_blue_ice,blue_ice
vertical_disordered_blue_ice_bricks,blue_ice
weathered_blue_ice,blue_ice
blue_terracotta_bricks,blue_terracotta
blue_terracotta_small_bricks,blue_terracotta
blue_terracotta_tile,blue_terracotta
blue_terracotta_tiles,blue_terracotta
chiseled_blue_terracotta,blue_terracotta
chiseled_blue_terracotta_bricks,blue_terracotta
crossed_blue_terracotta,blue_terracotta
cut_blue_terracotta,blue_terracotta
decorated_blue_terracotta,blue_terracotta
layered_blue_terracotta,blue_terracotta
triangular_blue_terracotta,blue_terracotta
barky_blue_wool,blue_wool
blocky_blue_wool,blue_wool
bundled_blue_wool,blue_wool
cross_haired_blue_wool,blue_wool
cubed_blue_wool,blue_wool
knitted_blue_wool,blue_wool
patched_blue_wool,blue_wool
ribbled_blue_wool,blue_wool
scaled_blue_wool,blue_wool
soft_blue_wool,blue_wool
stringed_blue_wool,blue_wool
tiled_blue_wool,blue_wool
tripped_blue_wool,blue_wool
wickered_blue_wool,blue_wool
windmill_blue_wool,blue_wool
wool_legacy_blue,blue_wool
wool_llama_blue,blue_wool
woved_blue_wool,blue_wool
angry_borderless_bricks,borderless_bricks
borderless_bricks_bricks,borderless_bricks
borderless_bricks_mini_tiles,borderless_bricks
borderless_bricks_scales,borderless_bricks
carved_borderless_bricks,borderless_bricks
checkered_borderless_bricks_tiles,borderless_bricks
cobbled_borderless_bricks,borderless_bricks
cracked_borderless_bricks_bricks,borderless_bricks
cracked_disordered_borderless_bricks_bricks,borderless_bricks
cracked_flat_borderless_bricks_tiles,borderless_bricks
creeper_borderless_bricks_carving,borderless_bricks
crying_borderless_bricks,borderless_bricks
cut_blank_borderless_bricks,borderless_bricks
duh_borderless_bricks,borderless_bricks
engraved_borderless_bricks,borderless_bricks
eroded_borderless_bricks,borderless_bricks
etched_borderless_bricks_bricks,borderless_bricks
flat_borderless_bricks_tiles,borderless_bricks
glad_borderless_bricks,borderless_bricks
inlayed_borderless_bricks,borderless_bricks
inscribed_borderless_bricks,borderless_bricks
layed_borderless_bricks_bricks,borderless_bricks
loded_borderless_bricks,borderless_bricks
offset_borderless_bricks_bricks,borderless_bricks
prismal_borderless_bricks_remnants,borderless_bricks
rough_borderless_bricks,borderless_bricks
rounded_borderless_bricks_bricks,borderless_bricks
runic_carved_borderless_bricks,borderless_bricks
sad_borderless_bricks,borderless_bricks
sanded_borderless_bricks,borderless_bricks
small_borderless_bricks_bricks,borderless_bricks
smooth_inlayed_borderless_bricks,borderless_bricks
smooth_ringed_borderless_bricks,borderless_bricks
smoothed_double_inlayed_borderless_bricks,borderless_bricks
spiraled_borderless_bricks,borderless_bricks
stacked_borderless_bricks_bricks,borderless_bricks
tiled_borderless_bricks,borderless_bricks
tiny_borderless_bricks_bricks,borderless_bricks
tiny_layered_borderless_bricks_bricks,borderless_bricks
tiny_layered_borderless_bricks_slabs,borderless_bricks
trodden_borderless_bricks,borderless_bricks
unamused_borderless_bricks,borderless_bricks
vertical_cut_borderless_bricks,borderless_bricks
vertical_disordered_borderless_bricks_bricks,borderless_bricks
weathered_borderless_bricks,borderless_bricks
angry_bricks,bricks
bricks_bricks,bricks
bricks_mini_tiles,bricks
bricks_scales,bricks
carved_bricks,bricks
checkered_bricks_tiles,bricks
chiseled_bricks,bricks
cobbled_bricks,bricks
cracked_bricks_bricks,bricks
cracked_disordered_bricks_bricks,bricks
cracked_flat_bricks_tiles,bricks
creeper_bricks_carving,bricks
crying_bricks,bricks
cut_blank_bricks,bricks
duh_bricks,bricks
engraved_bricks,bricks
eroded_bricks,bricks
etched_bricks_bricks,bricks
flat_bricks_tiles,bricks
glad_bricks,bricks
inlayed_bricks,bricks
inscribed_bricks,bricks
layed_bricks_bricks,bricks
loded_bricks,bricks
offset_bricks_bricks,bricks
prismal_bricks_remnants,bricks
rough_bricks,bricks
rounded_bricks_bricks,bricks
runic_carved_bricks,bricks
sad_bricks,bricks
sanded_bricks,bricks
small_bricks_bricks,bricks
smooth_inlayed_bricks,bricks
smooth_ringed_bricks,bricks
smoothed_double_inlayed_bricks,bricks
spiraled_bricks,bricks
stacked_bricks_bricks,bricks
tiled_bricks,bricks
tiny_bricks_bricks,bricks
tiny_layered_bricks_bricks,bricks
tiny_layered_bricks_slabs,bricks
trodden_bricks,bricks
unamused_bricks,bricks
vertical_cut_bricks,bricks
vertical_disordered_bricks_bricks,bricks
weathered_bricks,bricks
bolted_brown_concrete,brown_concrete
brown_concrete_bricks,brown_concrete
brown_concrete_tiles,brown_concrete
creeper_brown_concrete,brown_concrete
grid_brown_concrete,brown_concrete
hazard_brown_concrete,brown_concrete
mosaic_brown_concrete,brown_concrete
railed_brown_concrete,brown_concrete
reinforced_brown_concrete,brown_concrete
rusted_brown_concrete,brown_concrete
stacked_brown_concrete,brown_concrete
stop_brown_concrete,brown_concrete
warning_brown_concrete,brown_concrete
brown_glazed_terracotta_smooth_tiles,brown_glazed_terracotta
brown_glazed_terracotta_tiles,brown_glazed_terracotta
decorated_brown_glazed_terracotta,brown_glazed_terracotta
hexagonical_brown_glazed_terracotta,brown_glazed_terracotta
minimized_brown_glazed_terracotta,brown_glazed_terracotta
paved_brown_glazed_terracotta,brown_glazed_terracotta
shrunken_brown_glazed_terracotta,brown_glazed_terracotta
starry_brown_glazed_terracotta,brown_glazed_terracotta
waved_brown_glazed_terracotta,brown_glazed_terracotta
dark_dusted_brown_mushroom_block,brown_mushroom_block
dark_freckled_brown_mushroom_block,brown_mushroom_block
dark_scaled_brown_mushroom_block,brown_mushroom_block
dark_smooth_brown_mushroom_block,brown_mushroom_block
dark_spotted_brown_mushroom_block,brown_mushroom_block
dark_sprinkled_brown_mushroom_block,brown_mushroom_block
dusted_brown_mushroom_block,brown_mushroom_block
freckled_brown_mushroom_block,brown_mushroom_block
light_dusted_brown_mushroom_block,brown_mushroom_block
light_freckled_brown_mushroom_block,brown_mushroom_block
light_scaled_brown_mushroom_block,brown_mushroom_block
light_smooth_brown_mushroom_block,brown_mushroom_block
light_spotted_brown_mushroom_block,brown_mushroom_block
light_sprinkled_brown_mushroom_block,brown_mushroom_block
scaled_brown_mushroom_block,brown_mushroom_block
smooth_brown_mushroom_block,brown_mushroom_block
spotted_brown_mushroom_block,brown_mushroom_block
sprinkled_brown_mushroom_block,brown_mushroom_block
white_dusted_brown_mushroom_block,brown_mushroom_block
white_freckled_brown_mushroom_block,brown_mushroom_block
white_spotted_brown_mushroom_block,brown_mushroom_block
white_sprinkled_brown_mushroom_block,brown_mushroom_block
brown_terracotta_bricks,brown_terracotta
brown_terracotta_small_bricks,brown_terracotta
brown_terracotta_tile,brown_terracotta
brown_terracotta_tiles,brown_terracotta
chiseled_brown_terracotta,brown_terracotta
chiseled_brown_terracotta_bricks,brown_terracotta
crossed_brown_terracotta,brown_terracotta
cut_brown_terracotta,brown_terracotta
decorated_brown_terracotta,brown_terracotta
layered_brown_terracotta,brown_terracotta
triangular_brown_terracotta,brown_terracotta
barky_brown_wool,brown_wool
blocky_brown_wool,brown_wool
bundled_brown_wool,brown_wool
cross_haired_brown_wool,brown_wool
cubed_brown_wool,brown_wool
knitted_brown_wool,brown_wool
patched_brown_wool,brown_wool
ribbled_brown_wool,brown_wool
scaled_brown_wool,brown_wool
soft_brown_wool,brown_wool
stringed_brown_wool,brown_wool
tiled_brown_wool,brown_wool
tripped_brown_wool,brown_wool
wickered_brown_wool,brown_wool
windmill_brown_wool,brown_wool
wool_legacy_brown,brown_wool
wool_llama_brown,brown_wool
woved_brown_wool,brown_wool
angry_calcite,calcite
calcite_bricks,calcite
calcite_mini_tiles,calcite
calcite_scales,calcite
calcite_small_brick,calcite
carved_calcite,calcite
checkered_calcite_tiles,calcite
cobbled_calcite,calcite
cracked_calcite_bricks,calcite
cracked_disordered_calcite_bricks,calcite
cracked_flat_calcite_tiles,calcite
cracked_tiny_calcite_tiles,calcite
creeper_calcite_carving,calcite
crying_calcite,calcite
cut_blank_calcite,calcite
duh_calcite,calcite
engraved_calcite,calcite
eroded_calcite,calcite
etched_calcite_bricks,calcite
flat_calcite_tiles,calcite
glad_calcite,calcite
inlayed_calcite,calcite
inscribed_calcite,calcite
layed_calcite_bricks,calcite
loded_calcite,calcite
mossy_calcite_bricks,calcite
mossy_cobbled_calcite,calcite
offset_calcite_bricks,calcite
prismal_calcite_remnants,calcite
rough_calcite,calcite
rounded_calcite_bricks,calcite
runic_carved_calcite,calcite
sad_calcite,calcite
sanded_calcite,calcite
small_calcite_bricks,calcite
small_calcite_diamonds,calcite
smooth_inlayed_calcite,calcite
smooth_ringed_calcite,calcite
smoothed_double_inlayed_calcite,calcite
spiraled_calcite,calcite
stacked_calcite_bricks,calcite
tiled_calcite,calcite
tiny_calcite_bricks,calcite
tiny_layered_calcite_bricks,calcite
tiny_layered_calcite_slabs,calcite
trodden_calcite,calcite
unamused_calcite,calcite
vertical_cut_calcite,calcite
vertical_disordered_calcite_bricks,calcite
weathered_calcite,calcite
basket_woven_cherry_planks,cherry_planks
boxed_cherry_planks,cherry_planks
brick_bond_cherry_planks,cherry_planks
bricky_cherry_planks,cherry_planks
cherry_planks_fine_mosaic,cherry_planks
cherry_planks_mosaic,cherry_planks
cherry_planks_shavings,cherry_planks
cross_laced_cherry_planks,cherry_planks
crossed_cherry_planks,cherry_planks
detailed_cherry_planks,cherry_planks
diagonal_cherry_planks,cherry_planks
diamond_cherry_planks,cherry_planks
double_herringbone_cherry_planks,cherry_planks
fine_cherry_planks,cherry_planks
fine_vertical_cherry_planks,cherry_planks
herringbone_cherry_planks,cherry_planks
hewn_cherry_planks,cherry_planks
laced_cherry_planks,cherry_planks
nailed_cherry_planks,cherry_planks
polished_cherry_planks,cherry_planks
railed_cherry_planks,cherry_planks
shifted_cherry_planks,cherry_planks
slanted_cherry_planks,cherry_planks
smooth_cherry_planks,cherry_planks
stacked_cherry_planks,cherry_planks
thin_cherry_planks,cherry_planks
