name,material,template,render
acacia_planks_polished,acacia_planks,cube_all,
acacia_planks_railed,acacia_planks,cube_all,
acacia_planks_shifted,acacia_planks,cube_all,
acacia_planks_slanted,acacia_planks,cube_all,
acacia_planks_smooth,acacia_planks,cube_all,
acacia_planks_stacked,acacia_planks,cube_all,
acacia_planks_thin,acacia_planks,cube_all,
acacia_planks_tiled,acacia_planks,cube_all,
acacia_planks_versailles,acacia_planks,cube_all,
acacia_planks_vertical,acacia_planks,cube_all,
acacia_planks_vertically_railed,acacia_planks,cube_all,
acacia_planks_whirlwind,acacia_planks,cube_all,
acacia_planks_wickered,acacia_planks,cube_all,
amethyst_block_beams,amethyst_block,cube_all,
amethyst_block_bordered_diagonal_tiles,amethyst_block,cube_all,
amethyst_block_bricks,amethyst_block,cube_all,
amethyst_block_cut,amethyst_block,cube_all,
amethyst_block_diagonal_tiles,amethyst_block,cube_all,
amethyst_block_edged,amethyst_block,cube_all,
amethyst_block_jewel,amethyst_block,cube_all,
amethyst_block_mini_tiles,amethyst_block,cube_all,
amethyst_block_scales,amethyst_block,cube_all,
amethyst_block_shiny,amethyst_block,cube_all,
amethyst_block_smooth,amethyst_block,cube_all,
amethyst_block_tiles,amethyst_block,cube_all,
amethyst_block_angry,amethyst_block,cube_all,
amethyst_block_bordered,amethyst_block,cube_all,
amethyst_block_brick_bordered,amethyst_block,cube_all,
amethyst_block_carved,amethyst_block,cube_all,
amethyst_block_checkered_tiles,amethyst_block,cube_all,
amethyst_block_cobbled,amethyst_block,cube_all,
amethyst_block_cracked_bricks,amethyst_block,cube_all,
amethyst_block_cracked_disordered_bricks,amethyst_block,cube_all,
amethyst_block_cracked_flat_tiles,amethyst_block,cube_all,
amethyst_block_creeper_carving,amethyst_block,cube_all,
amethyst_block_crying,amethyst_block,cube_all,
amethyst_block_curly,amethyst_block,cube_all,
amethyst_block_cut_column,amethyst_block,cube_all,
amethyst_block_cut_blank,amethyst_block,cube_all,
amethyst_block_diagonal,amethyst_block,cube_all,
amethyst_block_duh,amethyst_block,cube_all,
amethyst_block_edged_bricks,amethyst_block,cube_all,
amethyst_block_engraved,amethyst_block,cube_all,
amethyst_block_eroded,amethyst_block,cube_all,
amethyst_block_etched_bricks,amethyst_block,cube_all,
amethyst_block_fine,amethyst_block,cube_all,
amethyst_block_flat_tiles,amethyst_block,cube_all,
amethyst_block_glad,amethyst_block,cube_all,
amethyst_block_inlayed,amethyst_block,cube_all,
amethyst_block_inscribed,amethyst_block,cube_all,
amethyst_block_jeweled,amethyst_block,cube_all,
amethyst_block_layed_bricks,amethyst_block,cube_all,
amethyst_block_loded,amethyst_block,cube_all,
amethyst_block_offset_bricks,amethyst_block,cube_all,
amethyst_block_ornate,amethyst_block,cube_all,
amethyst_block_overlapping_tiles,amethyst_block,cube_all,
amethyst_block_polished,amethyst_block,cube_all,
amethyst_block_prismal_remnants,amethyst_block,cube_all,
amethyst_block_rough,amethyst_block,cube_all,
amethyst_block_rounded_bricks,amethyst_block,cube_all,
amethyst_block_runic_carved,amethyst_block,cube_all,
amethyst_block_sad,amethyst_block,cube_all,
amethyst_block_sanded,amethyst_block,cube_all,
amethyst_block_simple,amethyst_block,cube_all,
amethyst_block_small_bricks,amethyst_block,cube_all,
amethyst_block_small_diamond,amethyst_block,cube_all,
amethyst_block_smooth_column,amethyst_block,cube_all,
amethyst_block_smooth_inlayed,amethyst_block,cube_all,
amethyst_block_smooth_ringed,amethyst_block,cube_all,
amethyst_block_smoothed_double_inlayed,amethyst_block,cube_all,
amethyst_block_spiraled,amethyst_block,cube_all,
amethyst_block_stacked_bricks,amethyst_block,cube_all,
amethyst_block_thick_inlayed,amethyst_block,cube_all,
amethyst_block_tiled,amethyst_block,cube_all,
amethyst_block_tiled_column,amethyst_block,cube_all,
amethyst_block_tiled_bordered,amethyst_block,cube_all,
amethyst_block_tiny_bricks,amethyst_block,cube_all,
amethyst_block_tiny_brick_bordered,amethyst_block,cube_all,
amethyst_block_tiny_layered_bricks,amethyst_block,cube_all,
amethyst_block_tiny_layered_slabs,amethyst_block,cube_all,
amethyst_block_trodden,amethyst_block,cube_all,
amethyst_block_unamused,amethyst_block,cube_all,
amethyst_block_vertical_cut,amethyst_block,cube_all,
amethyst_block_vertical_disordered_bricks,amethyst_block,cube_all,
amethyst_block_weathered,amethyst_block,cube_all,
ancient_debris_bricks,ancient_debris,cube_all,
ancient_debris_mini_tiles,ancient_debris,cube_all,
ancient_debris_scales,ancient_debris,cube_all,
ancient_debris_angry,ancient_debris,cube_all,
ancient_debris_bordered,ancient_debris,cube_all,
ancient_debris_brick_bordered,ancient_debris,cube_all,
ancient_debris_carved,ancient_debris,cube_all,
ancient_debris_checkered_tiles,ancient_debris,cube_all,
ancient_debris_cobbled,ancient_debris,cube_all,
ancient_debris_cracked_bricks,ancient_debris,cube_all,
ancient_debris_cracked_disordered_bricks,ancient_debris,cube_all,
ancient_debris_cracked_flat_tiles,ancient_debris,cube_all,
ancient_debris_creeper_carving,ancient_debris,cube_all,
ancient_debris_crying,ancient_debris,cube_all,
ancient_debris_curly,ancient_debris,cube_all,
ancient_debris_cut_column,ancient_debris,cube_all,
ancient_debris_cut_blank,ancient_debris,cube_all,
ancient_debris_duh,ancient_debris,cube_all,
ancient_debris_edged_bricks,ancient_debris,cube_all,
ancient_debris_engraved,ancient_debris,cube_all,
ancient_debris_eroded,ancient_debris,cube_all,
ancient_debris_etched_bricks,ancient_debris,cube_all,
ancient_debris_fine,ancient_debris,cube_all,
ancient_debris_flat_tiles,ancient_debris,cube_all,
ancient_debris_glad,ancient_debris,cube_all,
ancient_debris_inlayed,ancient_debris,cube_all,
ancient_debris_inscribed,ancient_debris,cube_all,
ancient_debris_layed_bricks,ancient_debris,cube_all,
ancient_debris_loded,ancient_debris,cube_all,
ancient_debris_offset_bricks,ancient_debris,cube_all,
ancient_debris_ornate,ancient_debris,cube_all,
ancient_debris_overlapping_tiles,ancient_debris,cube_all,
ancient_debris_polished,ancient_debris,cube_all,
ancient_debris_prismal_remnants,ancient_debris,cube_all,
ancient_debris_rough,ancient_debris,cube_all,
ancient_debris_rounded_bricks,ancient_debris,cube_all,
ancient_debris_runic_carved,ancient_debris,cube_all,
ancient_debris_sad,ancient_debris,cube_all,
ancient_debris_sanded,ancient_debris,cube_all,
ancient_debris_simple,ancient_debris,cube_all,
ancient_debris_small_bricks,ancient_debris,cube_all,
ancient_debris_smooth_column,ancient_debris,cube_all,
ancient_debris_smooth_inlayed,ancient_debris,cube_all,
ancient_debris_smooth_ringed,ancient_debris,cube_all,
ancient_debris_smoothed_double_inlayed,ancient_debris,cube_all,
ancient_debris_spiraled,ancient_debris,cube_all,
ancient_debris_stacked_bricks,ancient_debris,cube_all,
ancient_debris_thick_inlayed,ancient_debris,cube_all,
ancient_debris_tiled,ancient_debris,cube_all,
ancient_debris_tiled_column,ancient_debris,cube_all,
ancient_debris_tiled_bordered,ancient_debris,cube_all,
ancient_debris_tiny_bricks,ancient_debris,cube_all,
ancient_debris_tiny_brick_bordered,ancient_debris,cube_all,
ancient_debris_tiny_layered_bricks,ancient_debris,cube_all,
ancient_debris_tiny_layered_slabs,ancient_debris,cube_all,
ancient_debris_trodden,ancient_debris,cube_all,
ancient_debris_unamused,ancient_debris,cube_all,
ancient_debris_vertical_cut,ancient_debris,cube_all,
ancient_debris_vertical_disordered_bricks,ancient_debris,cube_all,
ancient_debris_weathered,ancient_debris,cube_all,
andesite_brick_pattern,andesite,cube_all,
andesite_brick_paving,andesite,cube_all,
andesite_bricks,andesite,cube_all,
andesite_cut_polished,andesite,cube_all,
andesite_cut_small_brick,andesite,cube_all,
andesite_diagonal_bricks,andesite,cube_all,
andesite_diamond_pavers,andesite,cube_all,
andesite_dotted,andesite,cube_all,
andesite_large_bricks,andesite,cube_all,
andesite_large_bricks_cracked,andesite,cube_all,
andesite_mini_tiles,andesite,cube_all,
andesite_paving,andesite,cube_all,
andesite_polished,andesite,cube_all,
andesite_rotated_bricks,andesite,cube_all,
andesite_scales,andesite,cube_all,
andesite_small_brick,andesite,cube_all,
andesite_squares,andesite,cube_all,
andesite_tiles,andesite,cube_all,
andesite_wavy,andesite,cube_all,
andesite_angry,andesite,cube_all,
andesite_bordered,andesite,cube_all,
andesite_brick_bordered,andesite,cube_all,
andesite_carved,andesite,cube_all,
andesite_checkered_tiles,andesite,cube_all,
andesite_cobbled,andesite,cube_all,
andesite_cracked_bricks,andesite,cube_all,
andesite_cracked_disordered_bricks,andesite,cube_all,
andesite_cracked_flat_tiles,andesite,cube_all,
andesite_cracked_tiny_tiles,andesite,cube_all,
andesite_creeper_carving,andesite,cube_all,
andesite_crying,andesite,cube_all,
andesite_curly,andesite,cube_all,
andesite_cut_column,andesite,cube_all,
andesite_cut_blank,andesite,cube_all,
andesite_duh,andesite,cube_all,
andesite_edged_bricks,andesite,cube_all,
andesite_engraved,andesite,cube_all,
andesite_eroded,andesite,cube_all,
andesite_etched_bricks,andesite,cube_all,
andesite_fine,andesite,cube_all,
andesite_flat_tiles,andesite,cube_all,
andesite_glad,andesite,cube_all,
andesite_inlayed,andesite,cube_all,
andesite_inscribed,andesite,cube_all,
andesite_layed_bricks,andesite,cube_all,
andesite_loded,andesite,cube_all,
andesite_mossy_bricks,andesite,cube_all,
andesite_mossy_cobbled,andesite,cube_all,
andesite_mossy_large_bricks,andesite,cube_all,
andesite_offset_bricks,andesite,cube_all,
andesite_ornate,andesite,cube_all,
andesite_overlapping_tiles,andesite,cube_all,
andesite_polished,andesite,cube_all,
andesite_prismal_remnants,andesite,cube_all,
andesite_rough,andesite,cube_all,
andesite_rounded_bricks,andesite,cube_all,
andesite_runic_carved,andesite,cube_all,
andesite_sad,andesite,cube_all,
andesite_sanded,andesite,cube_all,
andesite_simple,andesite,cube_all,
andesite_small_bricks,andesite,cube_all,
andesite_smooth_column,andesite,cube_all,
andesite_smooth_inlayed,andesite,cube_all,
andesite_smooth_ringed,andesite,cube_all,
andesite_smoothed_double_inlayed,andesite,cube_all,
andesite_spiraled,andesite,cube_all,
andesite_stacked_bricks,andesite,cube_all,
andesite_thick_inlayed,andesite,cube_all,
andesite_tiled,andesite,cube_all,
andesite_tiled_column,andesite,cube_all,
andesite_tiled_bordered,andesite,cube_all,
andesite_tiny_bricks,andesite,cube_all,
andesite_tiny_brick_bordered,andesite,cube_all,
andesite_tiny_layered_bricks,andesite,cube_all,
andesite_tiny_layered_slabs,andesite,cube_all,
andesite_trodden,andesite,cube_all,
andesite_unamused,andesite,cube_all,
andesite_vertical_cut,andesite,cube_all,
andesite_vertical_disordered_bricks,andesite,cube_all,
andesite_weathered,andesite,cube_all,
asurine_angry,asurine,cube_all,
asurine_bricks,asurine,cube_all,
asurine_cut_polished,asurine,cube_all,
asurine_cut_small_brick,asurine,cube_all,
asurine_mini_tiles,asurine,cube_all,
asurine_scales,asurine,cube_all,
asurine_bordered,asurine,cube_all,
asurine_brick_bordered,asurine,cube_all,
asurine_carved,asurine,cube_all,
asurine_checkered_tiles,asurine,cube_all,
asurine_cobbled,asurine,cube_all,
asurine_cracked_bricks,asurine,cube_all,
asurine_cracked_disordered_bricks,asurine,cube_all,
asurine_cracked_flat_tiles,asurine,cube_all,
asurine_creeper_carving,asurine,cube_all,
asurine_crying,asurine,cube_all,
asurine_cut_blank,asurine,cube_all,
asurine_duh,asurine,cube_all,
asurine_edged_bricks,asurine,cube_all,
asurine_engraved,asurine,cube_all,
asurine_eroded,asurine,cube_all,
asurine_etched_bricks,asurine,cube_all,
asurine_flat_tiles,asurine,cube_all,
asurine_glad,asurine,cube_all,
asurine_inlayed,asurine,cube_all,
asurine_inscribed,asurine,cube_all,
asurine_layed_bricks,asurine,cube_all,
asurine_loded,asurine,cube_all,
asurine_offset_bricks,asurine,cube_all,
asurine_overlapping_tiles,asurine,cube_all,
asurine_polished,asurine,cube_all,
asurine_prismal_remnants,asurine,cube_all,
asurine_rough,asurine,cube_all,
asurine_rounded_bricks,asurine,cube_all,
asurine_runic_carved,asurine,cube_all,
asurine_sad,asurine,cube_all,
asurine_sanded,asurine,cube_all,
asurine_small_bricks,asurine,cube_all,
asurine_smooth_inlayed,asurine,cube_all,
asurine_smooth_ringed,asurine,cube_all,
asurine_smoothed_double_inlayed,asurine,cube_all,
asurine_spiraled,asurine,cube_all,
asurine_stacked_bricks,asurine,cube_all,
asurine_thick_inlayed,asurine,cube_all,
asurine_tiled,asurine,cube_all,
asurine_tiled_bordered,asurine,cube_all,
asurine_tiny_bricks,asurine,cube_all,
asurine_tiny_brick_bordered,asurine,cube_all,
asurine_tiny_layered_bricks,asurine,cube_all,
asurine_tiny_layered_slabs,asurine,cube_all,
asurine_trodden,asurine,cube_all,
asurine_unamused,asurine,cube_all,
asurine_vertical_cut,asurine,cube_all,
asurine_vertical_disordered_bricks,asurine,cube_all,
asurine_weathered,asurine,cube_all,
bamboo_planks_beams,bamboo_planks,cube_all,
bamboo_planks_brick_pattern,bamboo_planks,cube_all,
bamboo_planks_brick_paving,bamboo_planks,cube_all,
bamboo_planks_bricks,bamboo_planks,cube_all,
bamboo_planks_crate,bamboo_planks,cube_all,
bamboo_planks_diagonal_stripes,bamboo_planks,cube_all,
bamboo_planks_diagonal_tiles,bamboo_planks,cube_all,
bamboo_planks_dotted,bamboo_planks,cube_all,
bamboo_planks_fine_mosaic,bamboo_planks,cube_all,
bamboo_planks_flooring,bamboo_planks,cube_all,
bamboo_planks_large_tiles,bamboo_planks,cube_all,
bamboo_planks_mosaic,bamboo_planks,cube_all,
bamboo_planks_panel,bamboo_planks,cube_all,
bamboo_planks_pattern,bamboo_planks,cube_all,
bamboo_planks_rotated_bricks,bamboo_planks,cube_all,
bamboo_planks_shavings,bamboo_planks,cube_all,
bamboo_planks_small_bricks,bamboo_planks,cube_all,
bamboo_planks_small_tiles,bamboo_planks,cube_all,
bamboo_planks_squares,bamboo_planks,cube_all,
bamboo_planks_tiles,bamboo_planks,cube_all,
bamboo_planks_wavy,bamboo_planks,cube_all,
bamboo_planks_woven,bamboo_planks,cube_all,
bamboo_planks_basket_woven,bamboo_planks,cube_all,
bamboo_planks_boxed,bamboo_planks,cube_all,
bamboo_planks_brick_bond,bamboo_planks,cube_all,
bamboo_planks_bricky,bamboo_planks,cube_all,
bamboo_planks_cornered,bamboo_planks,cube_all,
bamboo_planks_crated,bamboo_planks,cube_all,
bamboo_planks_cross_laced,bamboo_planks,cube_all,
bamboo_planks_crossed,bamboo_planks,cube_all,
bamboo_planks_detailed,bamboo_planks,cube_all,
bamboo_planks_diagonal,bamboo_planks,cube_all,
bamboo_planks_diamond,bamboo_planks,cube_all,
bamboo_planks_double_herringbone,bamboo_planks,cube_all,
bamboo_planks_enclosed,bamboo_planks,cube_all,
bamboo_planks_fine,bamboo_planks,cube_all,
bamboo_planks_fine_vertical,bamboo_planks,cube_all,
bamboo_planks_framed,bamboo_planks,cube_all,
bamboo_planks_herringbone,bamboo_planks,cube_all,
bamboo_planks_hewn,bamboo_planks,cube_all,
bamboo_planks_laced,bamboo_planks,cube_all,
bamboo_planks_nailed,bamboo_planks,cube_all,
bamboo_planks_natural,bamboo_planks,cube_all,
bamboo_planks_pegged,bamboo_planks,cube_all,
bamboo_planks_railed,bamboo_planks,cube_all,
bamboo_planks_reinforced,bamboo_planks,cube_all,
bamboo_planks_shifted,bamboo_planks,cube_all,
bamboo_planks_slanted,bamboo_planks,cube_all,
bamboo_planks_smooth,bamboo_planks,cube_all,
bamboo_planks_stacked,bamboo_planks,cube_all,
bamboo_planks_thin,bamboo_planks,cube_all,
bamboo_planks_tied,bamboo_planks,cube_all,
bamboo_planks_tiled,bamboo_planks,cube_all,
bamboo_planks_versailles,bamboo_planks,cube_all,
bamboo_planks_vertical,bamboo_planks,cube_all,
bamboo_planks_vertically_railed,bamboo_planks,cube_all,
bamboo_planks_whirlwind,bamboo_planks,cube_all,
bamboo_planks_wickered,bamboo_planks,cube_all,
basalt_angry,basalt,cube_all,
basalt_beams,basalt,cube_all,
basalt_bordered,basalt,cube_all,
basalt_bordered_polished,basalt,cube_all,
basalt_bricks,basalt,cube_all,
basalt_chiseled_piglin,basalt,cube_all,
basalt_diagonal_tiles,basalt,cube_all,
basalt_mini_tiles,basalt,cube_all,
basalt_pattern,basalt,cube_all,
basalt_patterned,basalt,cube_all,
basalt_scales,basalt,cube_all,
basalt_tiles,basalt,cube_all,
basalt_bordered,basalt,cube_all,
basalt_brick_bordered,basalt,cube_all,
basalt_carved,basalt,cube_all,
basalt_checkered_tiles,basalt,cube_all,
basalt_chiseled,basalt,cube_all,
basalt_cobbled,basalt,cube_all,
basalt_cracked_bricks,basalt,cube_all,
basalt_cracked_disordered_bricks,basalt,cube_all,
basalt_cracked_flat_tiles,basalt,cube_all,
basalt_cracked_tiny_tiles,basalt,cube_all,
basalt_creeper_carving,basalt,cube_all,
basalt_crying,basalt,cube_all,
basalt_curly,basalt,cube_all,
basalt_cut_column,basalt,cube_all,
basalt_cut_blank,basalt,cube_all,
basalt_duh,basalt,cube_all,
basalt_edged_bricks,basalt,cube_all,
basalt_engraved,basalt,cube_all,
basalt_eroded,basalt,cube_all,
basalt_etched_bricks,basalt,cube_all,
basalt_fine,basalt,cube_all,
basalt_flat_tiles,basalt,cube_all,
basalt_glad,basalt,cube_all,
basalt_inlayed,basalt,cube_all,
basalt_inscribed,basalt,cube_all,
basalt_layed_bricks,basalt,cube_all,
basalt_loded,basalt,cube_all,
basalt_mossy_bricks,basalt,cube_all,
basalt_mossy_cobbled,basalt,cube_all,
basalt_offset_bricks,basalt,cube_all,
basalt_ornate,basalt,cube_all,
basalt_overlapping_tiles,basalt,cube_all,
basalt_polished,basalt,cube_all,
basalt_prismal_remnants,basalt,cube_all,
basalt_rough,basalt,cube_all,
basalt_rounded_bricks,basalt,cube_all,
basalt_runic_carved,basalt,cube_all,
basalt_sad,basalt,cube_all,
basalt_sanded,basalt,cube_all,
basalt_simple,basalt,cube_all,
basalt_small_bricks,basalt,cube_all,
basalt_smooth_column,basalt,cube_all,
basalt_smooth_inlayed,basalt,cube_all,
basalt_smooth_ringed,basalt,cube_all,
basalt_smoothed_double_inlayed,basalt,cube_all,
basalt_spiraled,basalt,cube_all,
basalt_stacked_bricks,basalt,cube_all,
basalt_thick_inlayed,basalt,cube_all,
basalt_tiled,basalt,cube_all,
basalt_tiled_column,basalt,cube_all,
basalt_tiled_bordered,basalt,cube_all,
basalt_tiny_bricks,basalt,cube_all,
basalt_tiny_brick_bordered,basalt,cube_all,
basalt_tiny_layered_bricks,basalt,cube_all,
basalt_tiny_layered_slabs,basalt,cube_all,
basalt_trodden,basalt,cube_all,
basalt_unamused,basalt,cube_all,
basalt_vertical_cut,basalt,cube_all,
basalt_vertical_disordered_bricks,basalt,cube_all,
basalt_weathered,basalt,cube_all,
birch_planks_basket_woven,birch_planks,cube_all,
birch_planks_beams,birch_planks,cube_all,
birch_planks_brick_pattern,birch_planks,cube_all,
birch_planks_brick_paving,birch_planks,cube_all,
birch_planks_bricks,birch_planks,cube_all,
birch_planks_crate,birch_planks,cube_all,
birch_planks_diagonal_stripes,birch_planks,cube_all,
birch_planks_diagonal_tiles,birch_planks,cube_all,
birch_planks_dotted,birch_planks,cube_all,
birch_planks_fine_mosaic,birch_planks,cube_all,
birch_planks_flooring,birch_planks,cube_all,
birch_planks_large_tiles,birch_planks,cube_all,
birch_planks_mosaic,birch_planks,cube_all,
birch_planks_panel,birch_planks,cube_all,
birch_planks_pattern,birch_planks,cube_all,
birch_planks_rotated_bricks,birch_planks,cube_all,
birch_planks_shavings,birch_planks,cube_all,
birch_planks_small_bricks,birch_planks,cube_all,
birch_planks_small_tiles,birch_planks,cube_all,
birch_planks_squares,birch_planks,cube_all,
birch_planks_tiles,birch_planks,cube_all,
birch_planks_wavy,birch_planks,cube_all,
birch_planks_woven,birch_planks,cube_all,
birch_planks_boxed,birch_planks,cube_all,
birch_planks_brick_bond,birch_planks,cube_all,
birch_planks_bricky,birch_planks,cube_all,
birch_planks_cornered,birch_planks,cube_all,
birch_planks_crated,birch_planks,cube_all,
birch_planks_cross_laced,birch_planks,cube_all,
birch_planks_crossed,birch_planks,cube_all,
birch_planks_detailed,birch_planks,cube_all,
birch_planks_diagonal,birch_planks,cube_all,
birch_planks_diamond,birch_planks,cube_all,
birch_planks_double_herringbone,birch_planks,cube_all,
birch_planks_enclosed,birch_planks,cube_all,
birch_planks_fine,birch_planks,cube_all,
birch_planks_fine_vertical,birch_planks,cube_all,
birch_planks_framed,birch_planks,cube_all,
birch_planks_herringbone,birch_planks,cube_all,
birch_planks_hewn,birch_planks,cube_all,
birch_planks_laced,birch_planks,cube_all,
birch_planks_nailed,birch_planks,cube_all,
birch_planks_natural,birch_planks,cube_all,
birch_planks_pegged,birch_planks,cube_all,
birch_planks_railed,birch_planks,cube_all,
birch_planks_shifted,birch_planks,cube_all,
birch_planks_slanted,birch_planks,cube_all,
birch_planks_smooth,birch_planks,cube_all,
birch_planks_stacked,birch_planks,cube_all,
birch_planks_thin,birch_planks,cube_all,
birch_planks_tiled,birch_planks,cube_all,
birch_planks_versailles,birch_planks,cube_all,
birch_planks_vertical,birch_planks,cube_all,
birch_planks_vertically_railed,birch_planks,cube_all,
birch_planks_whirlwind,birch_planks,cube_all,
birch_planks_wickered,birch_planks,cube_all,
black_concrete,black_concrete,cube_all,
black_concrete_bricks,black_concrete,cube_all,
black_concrete_panel,black_concrete,cube_all,
black_concrete_tiles,black_concrete,cube_all,
black_concrete_bolted,black_concrete,cube_all,
black_concrete_creeper,black_concrete,cube_all,
black_concrete_grid,black_concrete,cube_all,
black_concrete_grill,black_concrete,cube_all,
black_concrete_hazard,black_concrete,cube_all,
black_concrete_mosaic,black_concrete,cube_all,
black_concrete_pegged,black_concrete,cube_all,
black_concrete_railed,black_concrete,cube_all,
black_concrete_reinforced,black_concrete,cube_all,
black_concrete_rusted,black_concrete,cube_all,
black_concrete_smooth,black_concrete,cube_all,
black_concrete_stacked,black_concrete,cube_all,
black_concrete_stop,black_concrete,cube_all,
black_concrete_striped,black_concrete,cube_all,
black_concrete_warning,black_concrete,cube_all,
black_concrete_wired,black_concrete,cube_all,
black_glazed_terracotta_pillar_sides,black_glazed_terracotta,cube_all,
black_glazed_terracotta_pillar_top,black_glazed_terracotta,cube_all,
black_glazed_terracotta_smooth_tiles,black_glazed_terracotta,cube_all,
black_glazed_terracotta_tiles,black_glazed_terracotta,cube_all,
black_glazed_terracotta_decorated,black_glazed_terracotta,cube_all,
black_glazed_terracotta_hexagonical,black_glazed_terracotta,cube_all,
black_glazed_terracotta_minimized,black_glazed_terracotta,cube_all,
black_glazed_terracotta_paved,black_glazed_terracotta,cube_all,
black_glazed_terracotta_shrunken,black_glazed_terracotta,cube_all,
black_glazed_terracotta_starry,black_glazed_terracotta,cube_all,
black_glazed_terracotta_waved,black_glazed_terracotta,cube_all,
black_glazed_terracotta_fancy,black_glazed_terracotta,cube_all,
black_framed_glass,black_stained_glass,glass,translucent
black_stained_clear_glass,black_stained_glass,glass,translucent
black_stained_glass,black_stained_glass,glass,translucent
scratched_glass_black,black_stained_glass,glass,translucent
black_terracotta,black_terracotta,cube_all,
black_terracotta_bricks,black_terracotta,cube_all,
black_terracotta_column,black_terracotta,cube_all,
black_terracotta_small_bricks,black_terracotta,cube_all,
black_terracotta_tile,black_terracotta,cube_all,
black_terracotta_tiles,black_terracotta,cube_all,
black_terracotta_chiseled,black_terracotta,cube_all,
black_terracotta_chiseled_bricks,black_terracotta,cube_all,
black_terracotta_crossed,black_terracotta,cube_all,
black_terracotta_curled,black_terracotta,cube_all,
black_terracotta_cut,black_terracotta,cube_all,
black_terracotta_decorated,black_terracotta,cube_all,
black_terracotta_hexagonical,black_terracotta,cube_all,
black_terracotta_layered,black_terracotta,cube_all,
black_terracotta_small_tiles,black_terracotta,cube_all,
black_terracotta_triangular,black_terracotta,cube_all,
black_wool_barky,black_wool,cube_all,
black_wool_blocky,black_wool,cube_all,
black_wool_bundled,black_wool,cube_all,
black_wool_cross_haired,black_wool,cube_all,
black_wool_cubed,black_wool,cube_all,
black_wool_knitted,black_wool,cube_all,
black_wool_patched,black_wool,cube_all,
black_wool_ribbled,black_wool,cube_all,
black_wool_scaled,black_wool,cube_all,
black_wool_soft,black_wool,cube_all,
black_wool_stringed,black_wool,cube_all,
black_wool_tiled,black_wool,cube_all,
black_wool_tripped,black_wool,cube_all,
black_wool_wickered,black_wool,cube_all,
black_wool_windmill,black_wool,cube_all,
black_wool_woved,black_wool,cube_all,
black_wool_cornered,black_wool,cube_all,
black_wool_crafted,black_wool,cube_all,
black_wool_harsh_quilted,black_wool,cube_all,
black_wool_rectangle,black_wool,cube_all,
black_wool_delicate,black_wool,cube_all,
black_wool_ornamented,black_wool,cube_all,
black_wool_legacy,black_wool,cube_all,
black_wool_llama,black_wool,cube_all,
blackstone_angry,blackstone,cube_all,
blackstone_brick_pattern,blackstone,cube_all,
blackstone_brick_paving,blackstone,cube_all,
blackstone_bricks,blackstone,cube_all,
blackstone_diagonal_bricks,blackstone,cube_all,
blackstone_mini_tiles,blackstone,cube_all,
blackstone_polished,blackstone,cube_all,
blackstone_rotated_bricks,blackstone,cube_all,
blackstone_scales,blackstone,cube_all,
blackstone_tiles,blackstone,cube_all,
blackstone_bordered,blackstone,cube_all,
blackstone_brick_bordered,blackstone,cube_all,
blackstone_carved,blackstone,cube_all,
blackstone_checkered_tiles,blackstone,cube_all,
blackstone_cobbled,blackstone,cube_all,
blackstone_cracked_bricks,blackstone,cube_all,
