name	material	template	render	layout	textures	connections	item	item_render	isolated
acacia_planks_wavy_ctm	acacia_planks	ctm_cube_all_pieces		pieces_full	all=ott:block/acacia_planks/ctm/acacia_planks_wavy	all	solo		
acacia_planks_woven_ctm	acacia_planks	ctm_cube_all_pieces		pieces_full	all=ott:block/acacia_planks/ctm/acacia_planks_woven	all	solo		
acacia_window_bars_ctm	acacia_planks	ctm_cube_column_pieces_vertical	minecraft:cutout_mipped	pieces_vertical	side=ott:block/acacia_windows/ctm/acacia_window_bars|top=minecraft:block/acacia_planks	side	self		
acacia_window_covered_ctm	acacia_planks	ctm_cube_column_pieces_vertical	minecraft:cutout_mipped	pieces_vertical	side=ott:block/acacia_windows/ctm/acacia_window_covered|top=minecraft:block/acacia_planks	side	self		
acacia_window_diagonal_ctm	acacia_planks	ctm_cube_column_pieces_vertical	minecraft:cutout_mipped	pieces_vertical	side=ott:block/acacia_windows/ctm/acacia_window_diagonal|top=minecraft:block/acacia_planks	side	self		
acacia_window_large_ctm	acacia_planks	ctm_cube_column_pieces_vertical	minecraft:cutout_mipped	pieces_vertical	side=ott:block/acacia_windows/ctm/acacia_window_large|top=minecraft:block/acacia_planks	side	self		
acacia_window_panes_ctm	acacia_planks	ctm_cube_column_pieces_vertical	minecraft:cutout_mipped	pieces_vertical	side=ott:block/acacia_windows/ctm/acacia_window_panes|top=minecraft:block/acacia_planks	side	self		
acacia_window_rounded_ctm	acacia_planks	ctm_cube_column_pieces_vertical	minecraft:cutout_mipped	pieces_vertical	side=ott:block/acacia_windows/ctm/acacia_window_rounded|top=minecraft:block/acacia_planks	side	self		
acacia_window_slim_ctm	acacia_planks	ctm_cube_column_pieces_vertical	minecraft:cutout_mipped	pieces_vertical	side=ott:block/acacia_windows/ctm/acacia_window_slim|top=minecraft:block/acacia_planks	side	self		
acacia_window_swirling_ctm	acacia_planks	ctm_cube_column_pieces_vertical	minecraft:cutout_mipped	pieces_vertical	side=ott:block/acacia_windows/ctm/acacia_window_swirling|top=minecraft:block/acacia_planks	side	self		
acacia_window_tiles_ctm	acacia_planks	ctm_cube_column_pieces_planks_top	minecraft:cutout_mipped		side=ott:block/acacia_windows/ctm/acacia_window_tiles|up=minecraft:block/acacia_planks	side:pieces_full	static	minecraft:cutout_mipped	
air_mosaic_border	air_mosaic	ctm_full_detailed			all=ott:block/air_mosaic/air_mosaic_border	*=same;match:ott:air_mosaic_delicate	self		all=ott:block/air_mosaic/air_mosaic_border_static
air_mosaic_delicate	air_mosaic	ctm_full_detailed			all=ott:block/air_mosaic/air_mosaic_delicate	*=same;match:ott:air_mosaic_border	self		all=ott:block/air_mosaic/air_mosaic_delicate_static
air_mosaic_geometric	air_mosaic	ctm_full_detailed_overlay	minecraft:cutout_mipped		all=ott:block/air_mosaic/air_mosaic_geometric|overlay=ott:block/air_mosaic/air_mosaic_pattern_overlay	all=same|overlay=match:ott:air_mosaic_pattern	self		all=ott:block/air_mosaic/air_mosaic_geometric_static|overlay=ott:block/air_mosaic/air_mosaic_pattern_overlay_static
air_mosaic_pattern	air_mosaic	ctm_full_detailed			all=ott:block/air_mosaic/air_mosaic_pattern	*=same;match:ott:air_mosaic_geometric	self		all=ott:block/air_mosaic/air_mosaic_pattern_static
amethyst_block_beams_ctm	amethyst_block	ctm_cube_all_pieces		pieces_full	all=ott:block/amethyst_block/ctm/amethyst_block_beams	all	solo		
amethyst_block_bordered_diagonal_tiles_ctm	amethyst_block	ctm_cube_all_pieces		pieces_full	all=ott:block/amethyst_block/ctm/amethyst_block_bordered_diagonal_tiles	all	solo		
amethyst_block_bricks_ctm	amethyst_block	ctm_cube_all_horizontal		pieces_horizontal	all=ott:block/amethyst_block/ctm/amethyst_block_bricks	all	self		
amethyst_block_ctm	amethyst_block	ctm_cube_column_pieces			side=ott:block/amethyst_block/ctm/amethyst_block_ctm_side|top=ott:block/amethyst_block/ctm/amethyst_block_ctm_end	side:pieces_full|top:pieces_full	solo		
amethyst_block_cut_ctm	amethyst_block	ctm_cube_all_pieces		pieces_full	all=ott:block/amethyst_block/ctm/amethyst_block_cut	all	solo		
amethyst_block_edged_ctm	amethyst_block	ctm_cube_all_pieces		pieces_full	all=ott:block/amethyst_block/ctm/amethyst_block_edged	all	solo		
amethyst_block_shiny_ctm	amethyst_block	ctm_cube_all_pieces		pieces_full	all=ott:block/amethyst_block/ctm/amethyst_block_shiny	all	solo		
amethyst_block_tiles_ctm	amethyst_block	ctm_cube_all_pieces		pieces_full	all=ott:block/amethyst_block/ctm/amethyst_block_tiles	all	solo		
andesite_brick_pattern_ctm	andesite	ctm_cube_all_pieces		pieces_full	all=ott:block/andesite/ctm/andesite_brick_pattern	all	solo		
andesite_brick_paving_ctm	andesite	ctm_cube_all_pieces		pieces_full	all=ott:block/andesite/ctm/andesite_brick_paving	all	solo		
andesite_bricks_ctm	andesite	ctm_cube_all_horizontal		pieces_horizontal	all=ott:block/andesite/ctm/andesite_bricks	all	self		
andesite_cut_polished_ctm	andesite	ctm_cube_all_pieces		pieces_full	all=ott:block/andesite/ctm/andesite_cut_polished	all	solo		
andesite_cut_small_brick_ctm	andesite	ctm_cube_all_pieces		pieces_full	all=ott:block/andesite/ctm/andesite_cut_small_brick	all	solo		
andesite_diagonal_bricks_ctm	andesite	ctm_cube_all_pieces		pieces_full	all=ott:block/andesite/ctm/andesite_diagonal_bricks	all	solo		
andesite_dotted_ctm	andesite	ctm_cube_all_pieces		pieces_full	all=ott:block/andesite/ctm/andesite_dotted	all	solo		
andesite_paving_ctm	andesite	ctm_cube_all_pieces		pieces_full	all=ott:block/andesite/ctm/andesite_paving	all	solo		
andesite_polished_ctm	andesite	ctm_cube_all_pieces		pieces_full	all=ott:block/andesite/ctm/andesite_polished	all	solo		
andesite_rotated_bricks_ctm	andesite	ctm_cube_all_pieces		pieces_full	all=ott:block/andesite/ctm/andesite_rotated_bricks	all	solo		
andesite_squares_ctm	andesite	ctm_cube_all_pieces		pieces_full	all=ott:block/andesite/ctm/andesite_squares	all	solo		
andesite_tiles_ctm	andesite	ctm_cube_all_pieces		pieces_full	all=ott:block/andesite/ctm/andesite_tiles	all	solo		
andesite_wavy_ctm	andesite	ctm_cube_all_pieces		pieces_full	all=ott:block/andesite/ctm/andesite_wavy	all	solo		
arched_black_stained_glass_ctm	black_stained_glass	ctm_cube_column_pieces_vertical	minecraft:translucent	pieces_vertical	side=ott:block/black_stained_glass/ctm/arched_black_stained_glass_ctm|top=ott:block/black_stained_glass/circular_black_stained_glass	side	self	minecraft:translucent	
arched_blue_stained_glass_ctm	blue_stained_glass	ctm_cube_column_pieces_vertical	minecraft:translucent	pieces_vertical	side=ott:block/blue_stained_glass/ctm/arched_blue_stained_glass_ctm|top=ott:block/blue_stained_glass/circular_blue_stained_glass	side	self	minecraft:translucent	
arched_brown_stained_glass_ctm	brown_stained_glass	ctm_cube_column_pieces_vertical	minecraft:translucent	pieces_vertical	side=ott:block/brown_stained_glass/ctm/arched_brown_stained_glass_ctm|top=ott:block/brown_stained_glass/circular_brown_stained_glass	side	self	minecraft:translucent	
arched_cyan_stained_glass_ctm	cyan_stained_glass	ctm_cube_column_pieces_vertical	minecraft:translucent	pieces_vertical	side=ott:block/cyan_stained_glass/ctm/arched_cyan_stained_glass_ctm|top=ott:block/cyan_stained_glass/circular_cyan_stained_glass	side	self	minecraft:translucent	
arched_gray_stained_glass_ctm	gray_stained_glass	ctm_cube_column_pieces_vertical	minecraft:translucent	pieces_vertical	side=ott:block/gray_stained_glass/ctm/arched_gray_stained_glass_ctm|top=ott:block/gray_stained_glass/circular_gray_stained_glass	side	self	minecraft:translucent	
arched_green_stained_glass_ctm	green_stained_glass	ctm_cube_column_pieces_vertical	minecraft:translucent	pieces_vertical	side=ott:block/green_stained_glass/ctm/arched_green_stained_glass_ctm|top=ott:block/green_stained_glass/circular_green_stained_glass	side	self	minecraft:translucent	
arched_leaded_glass_ctm	glass	ctm_cube_column_pieces_vertical	minecraft:translucent	pieces_vertical	side=ott:block/glass/ctm/arched_leaded_glass_ctm|top=ott:block/glass/circular_leaded_stained_glass	side	self	minecraft:translucent	
arched_light_blue_stained_glass_ctm	light_blue_stained_glass	ctm_cube_column_pieces_vertical	minecraft:translucent	pieces_vertical	side=ott:block/light_blue_stained_glass/ctm/arched_light_blue_stained_glass_ctm|top=ott:block/light_blue_stained_glass/circular_light_blue_stained_glass	side	self	minecraft:translucent	
arched_light_gray_stained_glass_ctm	light_gray_stained_glass	ctm_cube_column_pieces_vertical	minecraft:translucent	pieces_vertical	side=ott:block/light_gray_stained_glass/ctm/arched_light_gray_stained_glass_ctm|top=ott:block/light_gray_stained_glass/circular_light_gray_stained_glass	side	self	minecraft:translucent	
arched_lime_stained_glass_ctm	lime_stained_glass	ctm_cube_column_pieces_vertical	minecraft:translucent	pieces_vertical	side=ott:block/lime_stained_glass/ctm/arched_lime_stained_glass_ctm|top=ott:block/lime_stained_glass/circular_lime_stained_glass	side	self	minecraft:translucent	
arched_magenta_stained_glass_ctm	magenta_stained_glass	ctm_cube_column_pieces_vertical	minecraft:translucent	pieces_vertical	side=ott:block/magenta_stained_glass/ctm/arched_magenta_stained_glass_ctm|top=ott:block/magenta_stained_glass/circular_magenta_stained_glass	side	self	minecraft:translucent	
arched_orange_stained_glass_ctm	orange_stained_glass	ctm_cube_column_pieces_vertical	minecraft:translucent	pieces_vertical	side=ott:block/orange_stained_glass/ctm/arched_orange_stained_glass_ctm|top=ott:block/orange_stained_glass/circular_orange_stained_glass	side	self	minecraft:translucent	
arched_pink_stained_glass_ctm	pink_stained_glass	ctm_cube_column_pieces_vertical	minecraft:translucent	pieces_vertical	side=ott:block/pink_stained_glass/ctm/arched_pink_stained_glass_ctm|top=ott:block/pink_stained_glass/circular_pink_stained_glass	side	self	minecraft:translucent	
arched_purple_stained_glass_ctm	purple_stained_glass	ctm_cube_column_pieces_vertical	minecraft:translucent	pieces_vertical	side=ott:block/purple_stained_glass/ctm/arched_purple_stained_glass_ctm|top=ott:block/purple_stained_glass/circular_purple_stained_glass	side	self	minecraft:translucent	
arched_red_stained_glass_ctm	red_stained_glass	ctm_cube_column_pieces_vertical	minecraft:translucent	pieces_vertical	side=ott:block/red_stained_glass/ctm/arched_red_stained_glass_ctm|top=ott:block/red_stained_glass/circular_red_stained_glass	side	self	minecraft:translucent	
arched_white_stained_glass_ctm	white_stained_glass	ctm_cube_column_pieces_vertical	minecraft:translucent	pieces_vertical	side=ott:block/white_stained_glass/ctm/arched_white_stained_glass_ctm|top=ott:block/white_stained_glass/circular_white_stained_glass	side	self	minecraft:translucent	
arched_yellow_stained_glass_ctm	yellow_stained_glass	ctm_cube_column_pieces_vertical	minecraft:translucent	pieces_vertical	side=ott:block/yellow_stained_glass/ctm/arched_yellow_stained_glass_ctm|top=ott:block/yellow_stained_glass/circular_yellow_stained_glass	side	self	minecraft:translucent	
asurine_cut_polished_ctm	asurine	ctm_cube_all_pieces		pieces_full	all=ott:block/asurine/ctm/asurine_cut_polished	all	solo		
asurine_cut_small_brick_ctm	asurine	ctm_cube_all_pieces		pieces_full	all=ott:block/asurine/ctm/asurine_cut_small_brick	all	solo		
bamboo_planks_beams_ctm	bamboo_planks	ctm_cube_all_pieces		pieces_full	all=ott:block/bamboo_planks/ctm/bamboo_planks_beams	all	solo		
bamboo_planks_brick_pattern_ctm	bamboo_planks	ctm_cube_all_pieces		pieces_full	all=ott:block/bamboo_planks/ctm/bamboo_planks_brick_pattern	all	solo		
bamboo_planks_brick_paving_ctm	bamboo_planks	ctm_cube_all_pieces		pieces_full	all=ott:block/bamboo_planks/ctm/bamboo_planks_brick_paving	all	solo		
bamboo_planks_bricks_ctm	bamboo_planks	ctm_cube_all_horizontal		pieces_horizontal	all=ott:block/bamboo_planks/ctm/bamboo_planks_bricks	all	self		
bamboo_planks_crate_ctm	bamboo_planks	ctm_cube_all_pieces		pieces_full	all=ott:block/bamboo_planks/ctm/bamboo_planks_crate	all	solo		
bamboo_planks_diagonal_stripes_ctm	bamboo_planks	ctm_cube_all_pieces		pieces_full	all=ott:block/bamboo_planks/ctm/bamboo_planks_diagonal_stripes	all	solo		
bamboo_planks_diagonal_tiles_ctm	bamboo_planks	ctm_cube_all_pieces		pieces_full	all=ott:block/bamboo_planks/ctm/bamboo_planks_diagonal_tiles	all	solo		
bamboo_planks_dotted_ctm	bamboo_planks	ctm_cube_all_pieces		pieces_full	all=ott:block/bamboo_planks/ctm/bamboo_planks_dotted	all	solo		
bamboo_planks_flooring_ctm	bamboo_planks	ctm_cube_all_pieces		pieces_full	all=ott:block/bamboo_planks/ctm/bamboo_planks_flooring	all	solo		
bamboo_planks_large_tiles_ctm	bamboo_planks	ctm_cube_all_pieces		pieces_full	all=ott:block/bamboo_planks/ctm/bamboo_planks_large_tiles	all	solo		
bamboo_planks_panel_ctm	bamboo_planks	ctm_cube_all_pieces		pieces_full	all=ott:block/bamboo_planks/ctm/bamboo_planks_panel	all	solo		
bamboo_planks_pattern_ctm	bamboo_planks	ctm_cube_all_pieces		pieces_full	all=ott:block/bamboo_planks/ctm/bamboo_planks_pattern	all	solo		
bamboo_planks_rotated_bricks_ctm	bamboo_planks	ctm_cube_all_pieces		pieces_full	all=ott:block/bamboo_planks/ctm/bamboo_planks_rotated_bricks	all	solo		
bamboo_planks_small_bricks_ctm	bamboo_planks	ctm_cube_all_pieces		pieces_full	all=ott:block/bamboo_planks/ctm/bamboo_planks_small_bricks	all	solo		
bamboo_planks_small_tiles_ctm	bamboo_planks	ctm_cube_all_pieces		pieces_full	all=ott:block/bamboo_planks/ctm/bamboo_planks_small_tiles	all	solo		
bamboo_planks_squares_ctm	bamboo_planks	ctm_cube_all_pieces		pieces_full	all=ott:block/bamboo_planks/ctm/bamboo_planks_squares	all	solo		
bamboo_planks_tiles_ctm	bamboo_planks	ctm_cube_all_pieces		pieces_full	all=ott:block/bamboo_planks/ctm/bamboo_planks_tiles	all	solo		
bamboo_planks_wavy_ctm	bamboo_planks	ctm_cube_all_pieces		pieces_full	all=ott:block/bamboo_planks/ctm/bamboo_planks_wavy	all	solo		
bamboo_planks_woven_ctm	bamboo_planks	ctm_cube_all_pieces		pieces_full	all=ott:block/bamboo_planks/ctm/bamboo_planks_woven	all	solo		
bamboo_window_bars_ctm	bamboo_planks	ctm_cube_column_pieces_vertical	minecraft:cutout_mipped	pieces_vertical	side=ott:block/bamboo_windows/ctm/bamboo_window_bars|top=minecraft:block/bamboo_planks	side	self		
bamboo_window_covered_ctm	bamboo_planks	ctm_cube_column_pieces_vertical	minecraft:cutout_mipped	pieces_vertical	side=ott:block/bamboo_windows/ctm/bamboo_window_covered|top=minecraft:block/bamboo_planks	side	self		
bamboo_window_diagonal_ctm	bamboo_planks	ctm_cube_column_pieces_vertical	minecraft:cutout_mipped	pieces_vertical	side=ott:block/bamboo_windows/ctm/bamboo_window_diagonal|top=minecraft:block/bamboo_planks	side	self		
bamboo_window_large_ctm	bamboo_planks	ctm_cube_column_pieces_vertical	minecraft:cutout_mipped	pieces_vertical	side=ott:block/bamboo_windows/ctm/bamboo_window_large|top=minecraft:block/bamboo_planks	side	self		
bamboo_window_panes_ctm	bamboo_planks	ctm_cube_column_pieces_vertical	minecraft:cutout_mipped	pieces_vertical	side=ott:block/bamboo_windows/ctm/bamboo_window_panes|top=minecraft:block/bamboo_planks	side	self		
bamboo_window_rounded_ctm	bamboo_planks	ctm_cube_column_pieces_vertical	minecraft:cutout_mipped	pieces_vertical	side=ott:block/bamboo_windows/ctm/bamboo_window_rounded|top=minecraft:block/bamboo_planks	side	self		
bamboo_window_slim_ctm	bamboo_planks	ctm_cube_column_pieces_vertical	minecraft:cutout_mipped	pieces_vertical	side=ott:block/bamboo_windows/ctm/bamboo_window_slim|top=minecraft:block/bamboo_planks	side	self		
bamboo_window_swirling_ctm	bamboo_planks	ctm_cube_column_pieces_vertical	minecraft:cutout_mipped	pieces_vertical	side=ott:block/bamboo_windows/ctm/bamboo_window_swirling|top=minecraft:block/bamboo_planks	side	self		
bamboo_window_tiles_ctm	bamboo_planks	ctm_cube_column_pieces_planks_top	minecraft:cutout_mipped		side=ott:block/bamboo_windows/ctm/bamboo_window_tiles|up=minecraft:block/bamboo_planks	side:pieces_full	static	minecraft:cutout_mipped	
basalt_beams_ctm	basalt	ctm_cube_all_pieces		pieces_full	all=ott:block/basalt/ctm/basalt_beams	all	solo		
basalt_bordered_ctm	basalt	ctm_cube_all_pieces		pieces_full	all=ott:block/basalt/ctm/basalt_bordered	all	solo		
basalt_bordered_polished_ctm	basalt	ctm_cube_all_pieces		pieces_full	all=ott:block/basalt/ctm/basalt_bordered_polished	all	solo		
basalt_bricks_ctm	basalt	ctm_cube_all_horizontal		pieces_horizontal	all=ott:block/basalt/ctm/basalt_bricks	all	self		
basalt_diagonal_tiles_ctm	basalt	ctm_cube_all_pieces		pieces_full	all=ott:block/basalt/ctm/basalt_diagonal_tiles	all	solo		
basalt_pattern_ctm	basalt	ctm_cube_all_pieces		pieces_full	all=ott:block/basalt/ctm/basalt_pattern	all	solo		
basalt_patterned_ctm	basalt	ctm_cube_all_pieces		pieces_full	all=ott:block/basalt/ctm/basalt_patterned	all	solo		
basalt_tiles_ctm	basalt	ctm_cube_all_pieces		pieces_full	all=ott:block/basalt/ctm/basalt_tiles	all	solo		
birch_planks_beams_ctm	birch_planks	ctm_cube_all_pieces		pieces_full	all=ott:block/birch_planks/ctm/birch_planks_beams	all	solo		
birch_planks_brick_pattern_ctm	birch_planks	ctm_cube_all_pieces		pieces_full	all=ott:block/birch_planks/ctm/birch_planks_brick_pattern	all	solo		
birch_planks_brick_paving_ctm	birch_planks	ctm_cube_all_pieces		pieces_full	all=ott:block/birch_planks/ctm/birch_planks_brick_paving	all	solo		
birch_planks_bricks_ctm	birch_planks	ctm_cube_all_horizontal		pieces_horizontal	all=ott:block/birch_planks/ctm/birch_planks_bricks	all	self		
birch_planks_crate_ctm	birch_planks	ctm_cube_all_pieces		pieces_full	all=ott:block/birch_planks/ctm/birch_planks_crate	all	solo		
birch_planks_diagonal_stripes_ctm	birch_planks	ctm_cube_all_pieces		pieces_full	all=ott:block/birch_planks/ctm/birch_planks_diagonal_stripes	all	solo		
birch_planks_diagonal_tiles_ctm	birch_planks	ctm_cube_all_pieces		pieces_full	all=ott:block/birch_planks/ctm/birch_planks_diagonal_tiles	all	solo		
birch_planks_dotted_ctm	birch_planks	ctm_cube_all_pieces		pieces_full	all=ott:block/birch_planks/ctm/birch_planks_dotted	all	solo		
birch_planks_flooring_ctm	birch_planks	ctm_cube_all_pieces		pieces_full	all=ott:block/birch_planks/ctm/birch_planks_flooring	all	solo		
birch_planks_large_tiles_ctm	birch_planks	ctm_cube_all_pieces		pieces_full	all=ott:block/birch_planks/ctm/birch_planks_large_tiles	all	solo		
birch_planks_panel_ctm	birch_planks	ctm_cube_all_pieces		pieces_full	all=ott:block/birch_planks/ctm/birch_planks_panel	all	solo		
birch_planks_pattern_ctm	birch_planks	ctm_cube_all_pieces		pieces_full	all=ott:block/birch_planks/ctm/birch_planks_pattern	all	solo		
birch_planks_rotated_bricks_ctm	birch_planks	ctm_cube_all_pieces		pieces_full	all=ott:block/birch_planks/ctm/birch_planks_rotated_bricks	all	solo		
birch_planks_small_bricks_ctm	birch_planks	ctm_cube_all_pieces		pieces_full	all=ott:block/birch_planks/ctm/birch_planks_small_bricks	all	solo		
birch_planks_small_tiles_ctm	birch_planks	ctm_cube_all_pieces		pieces_full	all=ott:block/birch_planks/ctm/birch_planks_small_tiles	all	solo		
birch_planks_squares_ctm	birch_planks	ctm_cube_all_pieces		pieces_full	all=ott:block/birch_planks/ctm/birch_planks_squares	all	solo		
birch_planks_tiles_ctm	birch_planks	ctm_cube_all_pieces		pieces_full	all=ott:block/birch_planks/ctm/birch_planks_tiles	all	solo		
birch_planks_wavy_ctm	birch_planks	ctm_cube_all_pieces		pieces_full	all=ott:block/birch_planks/ctm/birch_planks_wavy	all	solo		
birch_planks_woven_ctm	birch_planks	ctm_cube_all_pieces		pieces_full	all=ott:block/birch_planks/ctm/birch_planks_woven	all	solo		
birch_window_bars_ctm	birch_planks	ctm_cube_column_pieces_vertical	minecraft:cutout_mipped	pieces_vertical	side=ott:block/birch_windows/ctm/birch_window_bars|top=minecraft:block/birch_planks	side	self		
birch_window_covered_ctm	birch_planks	ctm_cube_column_pieces_vertical	minecraft:cutout_mipped	pieces_vertical	side=ott:block/birch_windows/ctm/birch_window_covered|top=minecraft:block/birch_planks	side	self		
birch_window_diagonal_ctm	birch_planks	ctm_cube_column_pieces_vertical	minecraft:cutout_mipped	pieces_vertical	side=ott:block/birch_windows/ctm/birch_window_diagonal|top=minecraft:block/birch_planks	side	self		
birch_window_large_ctm	birch_planks	ctm_cube_column_pieces_vertical	minecraft:cutout_mipped	pieces_vertical	side=ott:block/birch_windows/ctm/birch_window_large|top=minecraft:block/birch_planks	side	self		
birch_window_panes_ctm	birch_planks	ctm_cube_column_pieces_vertical	minecraft:cutout_mipped	pieces_vertical	side=ott:block/birch_windows/ctm/birch_window_panes|top=minecraft:block/birch_planks	side	self		
birch_window_rounded_ctm	birch_planks	ctm_cube_column_pieces_vertical	minecraft:cutout_mipped	pieces_vertical	side=ott:block/birch_windows/ctm/birch_window_rounded|top=minecraft:block/birch_planks	side	self		
birch_window_slim_ctm	birch_planks	ctm_cube_column_pieces_vertical	minecraft:cutout_mipped	pieces_vertical	side=ott:block/birch_windows/ctm/birch_window_slim|top=minecraft:block/birch_planks	side	self		
birch_window_swirling_ctm	birch_planks	ctm_cube_column_pieces_vertical	minecraft:cutout_mipped	pieces_vertical	side=ott:block/birch_windows/ctm/birch_window_swirling|top=minecraft:block/birch_planks	side	self		
birch_window_tiles_ctm	birch_planks	ctm_cube_column_pieces_planks_top	minecraft:cutout_mipped		side=ott:block/birch_windows/ctm/birch_window_tiles|up=minecraft:block/birch_planks	side:pieces_full	static	minecraft:cutout_mipped	
black_concrete_ctm	black_concrete	ctm_cube_all_horizontal		pieces_vertical	all=ott:block/black_concrete/ctm/black_concrete_ctm	all	self		
black_concrete_panel_ctm	black_concrete	ctm_cube_all_pieces		pieces_full	all=ott:block/black_concrete/ctm/black_concrete_panel	all	solo		
black_framed_glass_ctm	black_stained_glass	ctm_cube_all_pieces	minecraft:translucent	pieces_full	all=ott:block/black_stained_glass/ctm/black_framed_glass	all	solo	minecraft:translucent	
black_stained_clear_glass_ctm	black_stained_glass	ctm_cube_all_pieces	minecraft:translucent	pieces_full	all=ott:block/black_stained_glass/ctm/black_stained_clear_glass	all	solo	minecraft:translucent	
black_stained_glass_ctm	black_stained_glass	ctm_cube_all_pieces	minecraft:translucent	pieces_full	all=ott:block/black_stained_glass/ctm/black_stained_glass	all	solo	minecraft:translucent	
black_terracotta_column_ctm	black_terracotta	ctm_cube_all_horizontal		pieces_vertical	all=ott:block/black_terracotta/ctm/black_terracotta_column	all	self		
black_terracotta_ctm	black_terracotta	ctm_cube_all_horizontal		pieces_vertical	all=ott:block/black_terracotta/ctm/black_terracotta_ctm	all	self		
blackstone_brick_pattern_ctm	blackstone	ctm_cube_all_pieces		pieces_full	all=ott:block/blackstone/ctm/blackstone_brick_pattern	all	solo		
blackstone_brick_paving_ctm	blackstone	ctm_cube_all_pieces		pieces_full	all=ott:block/blackstone/ctm/blackstone_brick_paving	all	solo		
blackstone_diagonal_bricks_ctm	blackstone	ctm_cube_all_pieces		pieces_full	all=ott:block/blackstone/ctm/blackstone_diagonal_bricks	all	solo		
blackstone_polished_ctm	blackstone	ctm_cube_all_pieces		pieces_full	all=ott:block/blackstone/ctm/blackstone_polished	all	solo		
blackstone_rotated_bricks_ctm	blackstone	ctm_cube_all_pieces		pieces_full	all=ott:block/blackstone/ctm/blackstone_rotated_bricks	all	solo		
blackstone_tiles_ctm	blackstone	ctm_cube_all_pieces		pieces_full	all=ott:block/blackstone/ctm/blackstone_tiles	all	solo		
blue_concrete_ctm	blue_concrete	ctm_cube_all_horizontal		pieces_vertical	all=ott:block/blue_concrete/ctm/blue_concrete_ctm	all	self		
blue_concrete_panel_ctm	blue_concrete	ctm_cube_all_pieces		pieces_full	all=ott:block/blue_concrete/ctm/blue_concrete_panel	all	solo		
blue_framed_glass_ctm	blue_stained_glass	ctm_cube_all_pieces	minecraft:translucent	pieces_full	all=ott:block/blue_stained_glass/ctm/blue_framed_glass	all	solo	minecraft:translucent	
blue_ice_bordered_ctm	blue_ice	ctm_cube_all_pieces		pieces_full	all=ott:block/blue_ice/ctm/blue_ice_bordered	all	solo		
blue_ice_bricks_ctm	blue_ice	ctm_cube_all_horizontal		pieces_horizontal	all=ott:block/blue_ice/ctm/blue_ice_bricks	all	self		
blue_ice_chiseled_ctm	blue_ice	ctm_cube_all_pieces		pieces_full	all=ott:block/blue_ice/ctm/blue_ice_chiseled	all	solo		
